term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:1904813,"ficolin-1-rich granule lumen",0.001%, 6.078,-4.010,2.097,-2.5057,0.710,0.541,1904813,0
GO:0000015,"phosphopyruvate hydratase complex",0.070%, 5.593, 1.451,3.839,-1.6398,0.793,0.568,15,0
GO:0098889,"intrinsic component of presynaptic membrane",0.000%,-4.409,-4.427,0.778,-3.4138,0.572,0.574,98889,0
GO:0016469,"proton-transporting two-sector ATPase complex",0.663%, 1.793, 5.750,4.814,-1.3325,0.892,0.590,16469,0
GO:0098982,"GABA-ergic synapse",0.000%,-3.023,-7.020,1.519,-2.4717,0.751,0.602,98982,0
GO:0030175,"filopodium",0.020%,-6.267, 2.441,3.301,-1.7986,0.818,0.611,30175,0
GO:0016324,"apical plasma membrane",0.061%,-5.433,-3.536,3.779,-2.6515,0.746,0.616,16324,0
GO:0016323,"basolateral plasma membrane",0.043%,null,null,3.625,-1.4706,0.750,0.794,16324,1
GO:0099571,"postsynaptic cytoskeleton",0.000%,-0.887,-7.030,1.431,-2.0654,0.646,0.623,99571,0
GO:0031300,"intrinsic component of organelle membrane",0.221%, 4.892,-6.280,4.338,-2.1563,0.780,0.625,31300,0
GO:0099056,"integral component of presynaptic membrane",0.000%,-4.276,-4.518,0.778,-2.6544,0.568,0.625,99056,0
GO:0098945,"intrinsic component of presynaptic active zone membrane",0.000%,null,null,0.301,-1.3616,0.590,0.947,99056,1
GO:0097447,"dendritic tree",0.001%,-6.108,-0.634,1.792,-12.9215,0.741,0.627,97447,0
GO:0042470,"melanosome",0.016%, 5.813,-3.531,3.188,-1.9751,0.733,0.628,42470,0
GO:0048770,"pigment granule",0.016%, 6.314,-3.438,3.189,-1.9751,0.733,0.628,48770,0
GO:0098858,"actin-based cell projection",0.041%,-6.116, 2.964,3.611,-1.5844,0.812,0.641,98858,0
GO:0101002,"ficolin-1-rich granule",0.001%, 6.376,-3.783,2.097,-2.5057,0.725,0.644,101002,0
GO:0012506,"vesicle membrane",0.223%, 5.453,-5.444,4.342,-4.4544,0.727,0.657,12506,0
GO:0098936,"intrinsic component of postsynaptic membrane",0.001%,-3.744,-5.515,1.875,-6.1196,0.635,0.658,98936,0
GO:0099055,"integral component of postsynaptic membrane",0.001%,-3.730,-5.574,1.875,-5.8213,0.622,0.658,99055,0
GO:0099061,"integral component of postsynaptic density membrane",0.001%,null,null,1.732,-2.3863,0.565,0.986,99055,1
GO:0098948,"intrinsic component of postsynaptic specialization membrane",0.001%,null,null,1.740,-1.8925,0.567,0.987,99055,1
GO:0099060,"integral component of postsynaptic specialization membrane",0.001%,null,null,1.740,-2.0244,0.567,0.999,99055,1
GO:0097440,"apical dendrite",0.002%,-6.315, 0.365,2.248,-1.5844,0.704,0.666,97440,0
GO:0070820,"tertiary granule",0.003%, 6.039,-3.629,2.517,-2.1563,0.713,0.673,70820,0
GO:0045121,"membrane raft",0.076%,-1.705, 6.347,3.873,-2.3863,0.893,0.674,45121,0
GO:0098857,"membrane microdomain",0.076%,null,null,3.873,-2.3771,0.893,0.934,45121,1
GO:0090533,"cation-transporting ATPase complex",0.011%, 2.974, 5.840,3.050,-1.4204,0.888,0.677,90533,0
GO:0048787,"presynaptic active zone membrane",0.000%,-4.395,-4.522,1.690,-1.4483,0.537,0.678,48787,0
GO:0005883,"neurofilament",0.004%, 4.185,-4.820,2.645,-1.5558,0.752,0.682,5883,0
GO:0060077,"inhibitory synapse",0.003%,-2.743,-6.967,2.519,-1.5844,0.726,0.685,60077,0
GO:0014704,"intercalated disc",0.010%,-1.920, 4.284,3.004,-3.2446,0.916,0.686,14704,0
