term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0070570,"regulation of neuron projection regeneration",0.007%,null,null,2.932,-3.4703,0.507,0.967,48699,1
GO:0031103,"axon regeneration",0.009%,null,null,3.067,-3.7251,0.567,0.937,48699,1
GO:0031102,"neuron projection regeneration",0.011%,null,null,3.136,-4.7390,0.570,0.738,48699,1
GO:0021766,"hippocampus development",0.013%,null,null,3.225,-4.6394,0.684,0.703,48699,1
GO:0007417,"central nervous system development",0.191%,null,null,4.388,-6.3285,0.638,0.862,48699,1
GO:0007420,"brain development",0.142%,null,null,4.260,-5.7934,0.640,0.841,48699,1
GO:0007416,"synapse assembly",0.038%,null,null,3.685,-4.7673,0.614,0.758,48699,1
GO:0010769,"regulation of cell morphogenesis involved in differentiation",0.055%,null,null,3.852,-4.9048,0.583,0.904,48699,1
GO:1901699,"cellular response to nitrogen compound",0.121%,-5.637,-3.937,4.192,-6.5002,0.839,0.026,1901699,0
GO:1901701,"cellular response to oxygen-containing compound",0.345%,null,null,4.647,-4.7199,0.841,0.735,1901699,1
GO:0071242,"cellular response to ammonium ion",0.013%,null,null,3.205,-2.7167,0.854,0.805,1901699,1
GO:0001975,"response to amphetamine",0.003%,null,null,2.651,-2.3415,0.882,0.744,1901699,1
GO:0071375,"cellular response to peptide hormone stimulus",0.047%,null,null,3.777,-2.2999,0.840,0.961,1901699,1
GO:1901652,"response to peptide",0.064%,null,null,3.917,-3.4674,0.860,0.899,1901699,1
GO:1903831,"signal transduction involved in cellular response to ammonium ion",0.009%,null,null,3.039,-2.7206,0.706,0.935,1901699,1
GO:0042220,"response to cocaine",0.005%,null,null,2.819,-2.3674,0.874,0.909,1901699,1
GO:1901653,"cellular response to peptide",0.049%,null,null,3.802,-3.4897,0.839,0.882,1901699,1
GO:0043434,"response to peptide hormone",0.056%,null,null,3.853,-2.2851,0.860,0.972,1901699,1
GO:0071417,"cellular response to organonitrogen compound",0.090%,null,null,4.064,-6.2524,0.836,0.921,1901699,1
GO:0048148,"behavioral response to cocaine",0.003%,null,null,2.616,-2.1870,0.678,0.887,1901699,1
GO:0060359,"response to ammonium ion",0.019%,null,null,3.382,-4.1282,0.877,0.826,1901699,1
GO:0010243,"response to organonitrogen compound",0.140%,null,null,4.255,-4.9735,0.857,0.951,1901699,1
GO:0006091,"generation of precursor metabolites and energy",1.940%, 1.624,-2.825,5.396,-2.3694,0.959,0.034,6091,0
GO:0061615,"glycolytic process through fructose-6-phosphate",0.061%,-3.596,-0.402,3.892,-7.5867,0.774,0.144,61615,0
GO:0006165,"nucleoside diphosphate phosphorylation",0.600%,null,null,4.886,-3.1765,0.771,0.954,61615,1
GO:0009135,"purine nucleoside diphosphate metabolic process",0.598%,null,null,4.885,-2.5754,0.772,0.963,61615,1
GO:0006163,"purine nucleotide metabolic process",2.435%,null,null,5.495,-2.3694,0.756,0.945,61615,1
GO:0009150,"purine ribonucleotide metabolic process",2.353%,null,null,5.480,-2.5727,0.756,0.893,61615,1
GO:0009179,"purine ribonucleoside diphosphate metabolic process",0.598%,null,null,4.885,-2.5754,0.771,0.987,61615,1
GO:0009185,"ribonucleoside diphosphate metabolic process",0.599%,null,null,4.885,-2.4624,0.772,0.963,61615,1
GO:0006757,"ATP generation from ADP",0.545%,null,null,4.845,-3.1860,0.768,0.991,61615,1
GO:0046034,"ATP metabolic process",1.263%,null,null,5.210,-3.3258,0.766,0.719,61615,1
GO:0046031,"ADP metabolic process",0.554%,null,null,4.852,-2.9654,0.770,0.978,61615,1
GO:0009259,"ribonucleotide metabolic process",2.752%,null,null,5.548,-2.4136,0.755,0.923,61615,1
GO:0006096,"glycolytic process",0.545%,null,null,4.844,-3.2116,0.736,0.884,61615,1
GO:0007267,"cell-cell signaling",0.407%,-4.449, 4.185,4.718,-14.9622,0.800,0.168,7267,0
GO:0055114,"oxidation-reduction process",15.060%,-0.973,-4.471,6.286,-2.9863,0.874,0.169,55114,0
GO:0030029,"actin filament-based process",0.398%,-1.828, 1.276,4.708,-3.2049,0.853,0.169,30029,0
GO:0030030,"cell projection organization",0.608%, 0.071, 2.284,4.892,-13.4143,0.775,0.176,30030,0
GO:0032970,"regulation of actin filament-based process",0.179%,-0.215, 6.840,4.362,-3.2636,0.751,0.195,32970,0
GO:0030042,"actin filament depolymerization",0.053%,null,null,3.829,-2.4475,0.789,0.794,32970,1
GO:0035418,"protein localization to synapse",0.006%, 5.875,-2.990,2.860,-3.3610,0.887,0.208,35418,0
GO:0010941,"regulation of cell death",0.344%,-0.477, 6.577,4.645,-2.8395,0.749,0.226,10941,0
GO:0043085,"positive regulation of catalytic activity",0.818%, 1.406, 7.988,5.021,-2.1326,0.810,0.241,43085,0
GO:0099003,"vesicle-mediated transport in synapse",0.036%, 6.318,-1.994,3.660,-2.8401,0.880,0.252,99003,0
GO:0002366,"leukocyte activation involved in immune response",0.042%,-5.876,-1.482,3.732,-2.7862,0.799,0.255,2366,0
GO:0002444,"myeloid leukocyte mediated immunity",0.016%,null,null,3.310,-2.2206,0.969,0.760,2366,1
GO:0002275,"myeloid cell activation involved in immune response",0.016%,null,null,3.299,-2.3300,0.809,0.938,2366,1
GO:0002263,"cell activation involved in immune response",0.043%,null,null,3.737,-2.7430,0.801,0.819,2366,1
GO:0002283,"neutrophil activation involved in immune response",0.006%,null,null,2.899,-2.1725,0.818,0.959,2366,1
GO:0043312,"neutrophil degranulation",0.006%,null,null,2.867,-2.2015,0.697,0.885,2366,1
GO:0043299,"leukocyte degranulation",0.014%,null,null,3.252,-2.4438,0.730,0.754,2366,1
GO:0019220,"regulation of phosphate metabolic process",0.579%,-1.265, 7.047,4.871,-3.0742,0.764,0.281,19220,0
GO:0045937,"positive regulation of phosphate metabolic process",0.282%,null,null,4.559,-2.2382,0.743,0.929,19220,1
GO:0010562,"positive regulation of phosphorus metabolic process",0.282%,null,null,4.559,-2.2382,0.743,0.929,19220,1
GO:0042325,"regulation of phosphorylation",0.468%,null,null,4.779,-2.6216,0.764,0.974,19220,1
GO:0060341,"regulation of cellular localization",0.194%, 5.620, 3.360,4.396,-6.2175,0.653,0.284,60341,0
GO:0051223,"regulation of protein transport",0.152%,null,null,4.291,-2.4575,0.654,0.948,60341,1
GO:2001257,"regulation of cation channel activity",0.020%,null,null,3.418,-2.3404,0.673,0.962,60341,1
GO:0070201,"regulation of establishment of protein localization",0.165%,null,null,4.327,-3.3091,0.664,0.773,60341,1
GO:0032880,"regulation of protein localization",0.219%,null,null,4.449,-4.1456,0.663,0.791,60341,1
GO:0032411,"positive regulation of transporter activity",0.013%,null,null,3.226,-2.9352,0.688,0.930,60341,1
GO:0032412,"regulation of ion transmembrane transporter activity",0.035%,null,null,3.655,-3.5242,0.670,0.873,60341,1
GO:0032414,"positive regulation of ion transmembrane transporter activity",0.012%,null,null,3.174,-3.1860,0.668,0.952,60341,1
GO:1903827,"regulation of cellular protein localization",0.132%,null,null,4.229,-2.2466,0.653,0.937,60341,1
GO:1904427,"positive regulation of calcium ion transmembrane transport",0.009%,null,null,3.059,-2.1834,0.666,0.938,60341,1
GO:0010959,"regulation of metal ion transport",0.069%,null,null,3.948,-3.4566,0.661,0.889,60341,1
GO:0034762,"regulation of transmembrane transport",0.202%,null,null,4.414,-4.5367,0.664,0.853,60341,1
GO:0034764,"positive regulation of transmembrane transport",0.023%,null,null,3.479,-4.0397,0.679,0.849,60341,1
GO:0034765,"regulation of ion transmembrane transport",0.197%,null,null,4.404,-4.5835,0.641,0.833,60341,1
GO:0034767,"positive regulation of ion transmembrane transport",0.021%,null,null,3.424,-4.5271,0.665,0.842,60341,1
GO:0022898,"regulation of transmembrane transporter activity",0.036%,null,null,3.669,-3.8182,0.683,0.989,60341,1
GO:0051051,"negative regulation of transport",0.089%,null,null,4.059,-3.2682,0.661,0.784,60341,1
GO:0051050,"positive regulation of transport",0.186%,null,null,4.378,-4.7416,0.650,0.780,60341,1
GO:0043270,"positive regulation of ion transport",0.040%,null,null,3.714,-2.6970,0.659,0.855,60341,1
GO:0043269,"regulation of ion transport",0.244%,null,null,4.496,-4.6564,0.647,0.852,60341,1
GO:1904064,"positive regulation of cation transmembrane transport",0.018%,null,null,3.361,-3.9034,0.661,0.976,60341,1
GO:1904062,"regulation of cation transmembrane transport",0.046%,null,null,3.770,-3.8348,0.668,0.890,60341,1
GO:0071495,"cellular response to endogenous stimulus",0.402%,-5.058,-3.221,4.712,-4.1282,0.887,0.302,71495,0
GO:0010644,"cell communication by electrical coupling",0.003%,-3.816, 3.514,2.542,-4.4950,0.928,0.304,10644,0
GO:0080135,"regulation of cellular response to stress",0.182%,-3.125, 5.010,4.368,-3.0682,0.746,0.326,80135,0
GO:1902235,"regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway",0.006%,null,null,2.862,-2.3980,0.707,0.705,80135,1
GO:0048585,"negative regulation of response to stimulus",0.344%,null,null,4.645,-2.1787,0.726,0.741,80135,1
GO:0044283,"small molecule biosynthetic process",5.677%,-1.907,-3.356,5.862,-2.2471,0.853,0.330,44283,0
GO:0009719,"response to endogenous stimulus",0.526%,-5.473,-3.161,4.829,-4.2084,0.909,0.343,9719,0
GO:0032940,"secretion by cell",0.763%, 5.825,-0.043,4.991,-6.6507,0.681,0.344,32940,0
GO:0006887,"exocytosis",0.210%,null,null,4.430,-5.5240,0.703,0.865,32940,1
GO:0050708,"regulation of protein secretion",0.075%,null,null,3.984,-2.7430,0.581,0.946,32940,1
GO:0002790,"peptide secretion",0.041%,null,null,3.720,-2.5511,0.767,0.754,32940,1
GO:0051048,"negative regulation of secretion",0.033%,null,null,3.620,-2.7242,0.612,0.892,32940,1
GO:0051046,"regulation of secretion",0.144%,null,null,4.267,-4.4531,0.608,0.837,32940,1
GO:0045055,"regulated exocytosis",0.049%,null,null,3.795,-4.9735,0.728,0.764,32940,1
GO:1903530,"regulation of secretion by cell",0.134%,null,null,4.234,-4.5804,0.578,0.831,32940,1
GO:0019933,"cAMP-mediated signaling",0.011%,-4.511, 4.472,3.169,-2.2536,0.741,0.345,19933,0
GO:0019722,"calcium-mediated signaling",0.040%,null,null,3.707,-2.2450,0.722,0.845,19933,1
GO:0007212,"dopamine receptor signaling pathway",0.014%,-4.245, 4.572,3.250,-3.0476,0.746,0.349,7212,0
GO:0009628,"response to abiotic stimulus",0.571%,-5.844,-3.241,4.865,-4.0357,0.909,0.355,9628,0
GO:0099072,"regulation of postsynaptic specialization membrane neurotransmitter receptor levels",0.001%, 1.347, 7.574,2.199,-3.0208,0.829,0.365,99072,0
GO:0051174,"regulation of phosphorus metabolic process",0.580%,-0.910, 6.279,4.872,-3.0700,0.774,0.369,51174,0
GO:0051937,"catecholamine transport",0.009%, 7.183,-0.621,3.065,-3.0208,0.814,0.381,51937,0
GO:0048678,"response to axon injury",0.011%,-4.794,-3.205,3.167,-3.0208,0.913,0.383,48678,0
GO:0051261,"protein depolymerization",0.065%, 1.020, 3.192,3.923,-2.6258,0.804,0.392,51261,0
GO:0050808,"synapse organization",0.070%, 0.906, 2.809,3.956,-5.2565,0.806,0.394,50808,0
GO:0019932,"second-messenger-mediated signaling",0.079%,-3.933, 4.813,4.005,-3.9322,0.718,0.397,19932,0
GO:0048284,"organelle fusion",0.114%, 2.421, 2.046,4.165,-4.5991,0.868,0.410,48284,0
GO:0031344,"regulation of cell projection organization",0.123%, 0.933, 5.632,4.199,-5.3990,0.663,0.413,31344,0
GO:0046835,"carbohydrate phosphorylation",0.230%,-2.583,-1.857,4.470,-5.6289,0.895,0.414,46835,0
GO:0061025,"membrane fusion",0.145%, 3.034, 2.150,4.269,-4.4031,0.856,0.418,61025,0
GO:0051205,"protein insertion into membrane",0.111%,null,null,4.155,-2.3329,0.655,0.890,61025,1
GO:0072657,"protein localization to membrane",0.387%,null,null,4.696,-2.9792,0.628,0.801,61025,1
GO:0090150,"establishment of protein localization to membrane",0.358%,null,null,4.662,-2.5574,0.628,0.887,61025,1
GO:0044087,"regulation of cellular component biogenesis",0.404%, 2.099, 6.329,4.715,-2.8459,0.749,0.423,44087,0
GO:0007268,"chemical synaptic transmission",0.187%,-4.479, 4.325,4.381,-12.1319,0.758,0.426,7268,0
GO:1905114,"cell surface receptor signaling pathway involved in cell-cell signaling",0.205%,null,null,4.420,-2.5054,0.635,0.879,7268,1
GO:0023061,"signal release",0.092%,null,null,4.073,-6.2258,0.660,0.826,7268,1
GO:0001963,"synaptic transmission, dopaminergic",0.006%,null,null,2.890,-3.2704,0.802,0.784,7268,1
GO:0098916,"anterograde trans-synaptic signaling",0.187%,null,null,4.381,-12.1319,0.758,0.998,7268,1
GO:0050806,"positive regulation of synaptic transmission",0.020%,null,null,3.415,-2.4782,0.684,0.893,7268,1
GO:0050805,"negative regulation of synaptic transmission",0.010%,null,null,3.092,-4.8348,0.699,0.807,7268,1
GO:0050804,"modulation of synaptic transmission",0.057%,null,null,3.866,-8.5232,0.696,0.912,7268,1
GO:0099537,"trans-synaptic signaling",0.188%,null,null,4.382,-12.3850,0.758,0.998,7268,1
GO:0099536,"synaptic signaling",0.188%,null,null,4.383,-13.0760,0.765,0.873,7268,1
GO:0099565,"chemical synaptic transmission, postsynaptic",0.066%,null,null,3.925,-2.4383,0.654,0.921,7268,1
GO:0048167,"regulation of synaptic plasticity",0.027%,null,null,3.543,-4.1282,0.661,0.865,7268,1
GO:0060292,"long term synaptic depression",0.004%,null,null,2.668,-2.3415,0.674,0.760,7268,1
GO:0060291,"long-term synaptic potentiation",0.010%,null,null,3.124,-2.1787,0.652,0.846,7268,1
GO:0010648,"negative regulation of cell communication",0.290%,-0.207, 7.986,4.571,-3.1785,0.733,0.430,10648,0
GO:0001508,"action potential",0.024%, 1.451, 8.086,3.485,-6.9743,0.788,0.437,1508,0
GO:0098901,"regulation of cardiac muscle cell action potential",0.005%,null,null,2.794,-4.1092,0.798,0.859,1508,1
GO:0098900,"regulation of action potential",0.008%,null,null,2.993,-4.3938,0.794,0.741,1508,1
GO:0086012,"membrane depolarization during cardiac muscle cell action potential",0.004%,null,null,2.655,-2.3300,0.806,0.909,1508,1
GO:0060078,"regulation of postsynaptic membrane potential",0.077%,null,null,3.994,-2.6505,0.773,0.851,1508,1
GO:0051899,"membrane depolarization",0.015%,null,null,3.299,-2.3112,0.793,0.771,1508,1
GO:0086001,"cardiac muscle cell action potential",0.010%,null,null,3.124,-3.9066,0.795,0.894,1508,1
GO:0015837,"amine transport",0.018%, 6.307,-1.375,3.375,-2.5072,0.877,0.443,15837,0
GO:0061478,"response to platelet aggregation inhibitor",0.022%,-4.983,-3.838,3.448,-2.9830,0.896,0.446,61478,0
GO:0006811,"ion transport",5.344%, 7.641,-1.295,5.836,-6.0042,0.843,0.450,6811,0
GO:0015844,"monoamine transport",0.014%, 6.837,-0.468,3.247,-2.4438,0.809,0.453,15844,0
GO:0001505,"regulation of neurotransmitter levels",0.055%, 1.291, 8.153,3.848,-4.9237,0.789,0.463,1505,0
GO:0006836,"neurotransmitter transport",0.113%, 7.549,-1.195,4.163,-4.1282,0.796,0.463,6836,0
GO:0097120,"receptor localization to synapse",0.004%, 6.273,-2.798,2.730,-2.7162,0.881,0.467,97120,0
GO:0009914,"hormone transport",0.074%, 4.873, 4.222,3.980,-3.9952,0.665,0.473,9914,0
GO:0050796,"regulation of insulin secretion",0.025%,null,null,3.500,-3.1237,0.509,0.966,9914,1
GO:0007269,"neurotransmitter secretion",0.043%,null,null,3.739,-2.9654,0.559,0.896,9914,1
GO:0046879,"hormone secretion",0.050%,null,null,3.810,-3.6951,0.580,0.933,9914,1
GO:0046883,"regulation of hormone secretion",0.040%,null,null,3.709,-3.0545,0.510,0.969,9914,1
GO:0030072,"peptide hormone secretion",0.040%,null,null,3.706,-3.4076,0.574,0.854,9914,1
GO:0030073,"insulin secretion",0.031%,null,null,3.594,-2.8383,0.569,0.979,9914,1
GO:0099643,"signal release from synapse",0.043%,null,null,3.739,-2.9654,0.664,0.900,9914,1
GO:0002791,"regulation of peptide secretion",0.031%,null,null,3.604,-3.2049,0.626,0.991,9914,1
GO:0002792,"negative regulation of peptide secretion",0.007%,null,null,2.939,-2.7324,0.634,0.894,9914,1
GO:0090276,"regulation of peptide hormone secretion",0.031%,null,null,3.594,-3.0806,0.512,0.984,9914,1
GO:1903531,"negative regulation of secretion by cell",0.029%,null,null,3.577,-2.5277,0.590,0.905,9914,1
GO:0009410,"response to xenobiotic stimulus",0.059%,-5.074,-3.647,3.883,-2.3498,0.893,0.477,9410,0
GO:0051654,"establishment of mitochondrion localization",0.009%, 6.202,-2.273,3.072,-2.1195,0.868,0.491,51654,0
GO:0047497,"mitochondrion transport along microtubule",0.004%,null,null,2.705,-2.3300,0.757,0.933,51654,1
GO:0034643,"establishment of mitochondrion localization, microtubule-mediated",0.006%,null,null,2.863,-2.3300,0.754,0.839,51654,1
GO:0048857,"neural nucleus development",0.013%,-0.186,-0.938,3.215,-2.8389,0.799,0.491,48857,0
GO:0051235,"maintenance of location",0.129%, 4.825, 5.280,4.219,-3.0742,0.724,0.493,51235,0
GO:0046939,"nucleotide phosphorylation",0.792%,-4.054, 0.826,5.007,-3.1206,0.781,0.498,46939,0
GO:0090066,"regulation of anatomical structure size",0.216%, 1.357, 8.262,4.444,-8.3053,0.770,0.513,90066,0
GO:1904322,"cellular response to forskolin",0.002%,-5.018,-4.176,2.346,-2.2142,0.878,0.515,1904322,0
GO:1904321,"response to forskolin",0.002%,null,null,2.346,-2.2142,0.898,0.762,1904322,1
GO:1901698,"response to nitrogen compound",0.178%,-5.434,-4.183,4.359,-4.9427,0.885,0.518,1901698,0
GO:0046677,"response to antibiotic",0.128%,-5.347,-3.666,4.215,-2.3040,0.887,0.520,46677,0
GO:0006734,"NADH metabolic process",0.007%,-4.143, 0.002,2.929,-7.4917,0.836,0.520,6734,0
GO:0010817,"regulation of hormone levels",0.161%, 1.357, 7.729,4.314,-5.3228,0.775,0.520,10817,0
GO:0031099,"regeneration",0.031%,-0.326,-0.541,3.600,-2.2638,0.789,0.523,31099,0
GO:0032535,"regulation of cellular component size",0.179%, 1.230, 5.893,4.362,-6.9508,0.642,0.525,32535,0
GO:0061387,"regulation of extent of cell growth",0.020%,null,null,3.405,-4.2049,0.647,0.824,32535,1
GO:0048670,"regulation of collateral sprouting",0.004%,null,null,2.740,-2.1195,0.503,0.832,32535,1
GO:0008361,"regulation of cell size",0.044%,null,null,3.749,-5.4852,0.672,0.871,32535,1
GO:0099504,"synaptic vesicle cycle",0.032%, 6.852,-2.310,3.617,-2.1744,0.863,0.534,99504,0
GO:0044262,"cellular carbohydrate metabolic process",1.257%,-0.514,-5.382,5.208,-3.2223,0.917,0.534,44262,0
GO:0055085,"transmembrane transport",8.916%, 7.657,-1.138,6.058,-5.5016,0.835,0.535,55085,0
GO:0042493,"response to drug",0.266%,-5.556,-3.956,4.534,-4.9296,0.882,0.551,42493,0
GO:0007010,"cytoskeleton organization",0.786%, 2.211, 2.053,5.004,-4.1282,0.849,0.552,7010,0
GO:1903539,"protein localization to postsynaptic membrane",0.002%, 5.612, 0.211,2.332,-3.2421,0.728,0.552,1903539,0
GO:0061621,"canonical glycolysis",0.001%,-3.096,-1.694,2.199,-8.2721,0.808,0.554,61621,0
GO:0019320,"hexose catabolic process",0.043%,null,null,3.745,-4.8066,0.860,0.851,61621,1
GO:0006735,"NADH regeneration",0.002%,null,null,2.292,-8.2721,0.846,0.859,61621,1
GO:0061718,"glucose catabolic process to pyruvate",0.001%,null,null,2.199,-8.2721,0.844,0.720,61621,1
GO:0006007,"glucose catabolic process",0.029%,null,null,3.570,-6.7575,0.862,0.796,61621,1
GO:0030705,"cytoskeleton-dependent intracellular transport",0.056%, 6.749,-2.027,3.857,-2.2164,0.858,0.555,30705,0
GO:0046903,"secretion",0.810%, 7.260,-1.069,5.017,-6.0228,0.766,0.557,46903,0
GO:0016050,"vesicle organization",0.130%, 2.910, 2.347,4.221,-3.2049,0.867,0.558,16050,0
GO:1990778,"protein localization to cell periphery",0.063%, 6.962,-2.440,3.905,-2.8359,0.848,0.560,1990778,0
GO:0035637,"multicellular organismal signaling",0.025%,-3.504, 4.169,3.507,-5.8016,0.713,0.565,35637,0
