term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0015318,"inorganic solute uptake transmembrane transporter activity",0.004%,-1.393,-7.433,2.777,-5.6253,0.751,0.452,15318,0
GO:0008502,"melatonin receptor activity",0.002%,-6.241,-1.569,2.467,-1.3845,0.891,0.457,8502,0
GO:0008022,"protein C-terminus binding",0.035%, 7.722,-1.416,3.687,-1.5478,0.813,0.462,8022,0
GO:0030674,"protein binding, bridging",0.045%, 7.221,-0.480,3.801,-1.3845,0.810,0.471,30674,0
GO:0072320,"volume-sensitive chloride channel activity",0.000%,-0.769,-7.816,1.806,-1.3845,0.724,0.472,72320,0
GO:0005516,"calmodulin binding",0.072%, 6.494,-1.301,4.008,-1.6552,0.806,0.490,5516,0
GO:0050839,"cell adhesion molecule binding",0.088%, 7.709,-0.733,4.095,-2.1931,0.803,0.498,50839,0
GO:0016773,"phosphotransferase activity, alcohol group as acceptor",4.703%,-2.380, 5.769,5.821,-2.7905,0.916,0.499,16773,0
GO:0016301,"kinase activity",6.056%,null,null,5.931,-2.8111,0.914,0.770,16773,1
GO:0005176,"ErbB-2 class receptor binding",0.001%, 6.298,-2.523,2.161,-1.3845,0.832,0.504,5176,0
GO:0019904,"protein domain specific binding",0.147%, 7.113,-1.351,4.315,-3.6916,0.798,0.520,19904,0
GO:0016830,"carbon-carbon lyase activity",1.013%,-4.100, 2.831,5.154,-4.8706,0.923,0.526,16830,0
GO:0016835,"carbon-oxygen lyase activity",1.304%,null,null,5.264,-2.1931,0.922,0.718,16830,1
GO:0004347,"glucose-6-phosphate isomerase activity",0.048%, 0.280, 7.421,3.826,-7.3699,0.899,0.538,4347,0
GO:0016861,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses",0.347%,null,null,4.689,-5.9638,0.888,0.810,4347,1
GO:0004807,"triose-phosphate isomerase activity",0.048%,null,null,3.827,-7.0986,0.899,0.738,4347,1
GO:0008066,"glutamate receptor activity",0.078%,-5.931,-1.326,4.043,-2.1931,0.873,0.540,8066,0
GO:0003779,"actin binding",0.326%, 7.520,-1.098,4.662,-3.0214,0.782,0.559,3779,0
GO:0008553,"hydrogen-exporting ATPase activity, phosphorylative mechanism",0.014%,-2.125,-7.203,3.282,-2.2905,0.685,0.564,8553,0
GO:0046961,"proton-transporting ATPase activity, rotational mechanism",0.048%,null,null,3.833,-1.4768,0.661,0.895,8553,1
GO:0022836,"gated channel activity",0.424%,-1.153,-7.799,4.775,-5.4897,0.618,0.566,22836,0
GO:0015276,"ligand-gated ion channel activity",0.192%,null,null,4.431,-2.7794,0.557,0.841,22836,1
GO:0005216,"ion channel activity",0.624%,null,null,4.944,-4.5000,0.586,0.935,22836,1
GO:0004970,"ionotropic glutamate receptor activity",0.075%,null,null,4.026,-1.3845,0.565,0.929,22836,1
GO:0015267,"channel activity",0.699%,null,null,4.993,-4.3388,0.604,0.982,22836,1
GO:0022824,"transmitter-gated ion channel activity",0.100%,null,null,4.147,-1.3779,0.564,0.979,22836,1
GO:0022832,"voltage-gated channel activity",0.220%,null,null,4.491,-2.7678,0.623,0.889,22836,1
GO:0022835,"transmitter-gated channel activity",0.100%,null,null,4.147,-1.3779,0.581,0.960,22836,1
GO:0022834,"ligand-gated channel activity",0.192%,null,null,4.431,-2.7493,0.581,0.879,22836,1
GO:0022843,"voltage-gated cation channel activity",0.135%,null,null,4.279,-2.6794,0.602,0.959,22836,1
GO:0022839,"ion gated channel activity",0.022%,null,null,3.481,-5.3129,0.674,0.709,22836,1
GO:0099094,"ligand-gated cation channel activity",0.052%,null,null,3.866,-2.6794,0.577,0.904,22836,1
GO:0005261,"cation channel activity",0.299%,null,null,4.625,-4.0831,0.597,0.874,22836,1
GO:0005267,"potassium channel activity",0.158%,null,null,4.347,-2.2464,0.601,0.827,22836,1
GO:0005244,"voltage-gated ion channel activity",0.220%,null,null,4.491,-2.7794,0.600,0.879,22836,1
GO:0005247,"voltage-gated chloride channel activity",0.059%,null,null,3.916,-1.3735,0.628,0.900,22836,1
GO:0005249,"voltage-gated potassium channel activity",0.109%,null,null,4.186,-1.8884,0.598,0.944,22836,1
GO:0042802,"identical protein binding",0.400%, 6.746,-1.165,4.751,-2.6633,0.786,0.570,42802,0
GO:0005102,"receptor binding",0.420%, 7.281,-0.769,4.772,-1.3095,0.785,0.573,5102,0
GO:0019901,"protein kinase binding",0.149%, 7.115,-1.162,4.321,-1.6934,0.779,0.578,19901,0
GO:0019900,"kinase binding",0.164%,null,null,4.364,-1.4618,0.777,0.782,19901,1
GO:0042578,"phosphoric ester hydrolase activity",1.364%,-3.846,-4.875,5.283,-1.5971,0.935,0.580,42578,0
GO:0031432,"titin binding",0.002%, 6.726, 0.179,2.412,-1.3079,0.831,0.591,31432,0
GO:0022803,"passive transmembrane transporter activity",0.699%,-0.772,-7.949,4.993,-4.3388,0.694,0.598,22803,0
GO:0016868,"intramolecular transferase activity, phosphotransferases",0.206%, 1.424, 7.239,4.463,-2.8821,0.904,0.607,16868,0
GO:0004619,"phosphoglycerate mutase activity",0.058%,null,null,3.909,-3.0418,0.910,0.719,16868,1
GO:0030506,"ankyrin binding",0.003%, 7.353,-2.328,2.691,-1.5381,0.827,0.615,30506,0
GO:0098988,"G-protein coupled glutamate receptor activity",0.001%,-6.129,-1.185,2.140,-1.7354,0.887,0.618,98988,0
GO:0043891,"glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity",0.014%, 0.293, 3.486,3.306,-3.0418,0.940,0.621,43891,0
GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",0.395%,null,null,4.745,-2.1998,0.933,0.701,43891,1
GO:0051117,"ATPase binding",0.014%, 6.983,-0.708,3.285,-1.3845,0.804,0.656,51117,0
GO:0016832,"aldehyde-lyase activity",0.201%,-3.904, 2.788,4.452,-5.9638,0.927,0.659,16832,0
GO:0022857,"transmembrane transporter activity",5.870%,-1.403,-7.756,5.917,-4.6351,0.680,0.664,22857,0
GO:1905030,"voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential",0.010%,-1.611,-7.673,3.150,-1.3845,0.669,0.672,1905030,0
GO:0003756,"protein disulfide isomerase activity",0.025%, 0.940, 7.243,3.552,-1.7354,0.902,0.677,3756,0
GO:0016864,"intramolecular oxidoreductase activity, transposing S-S bonds",0.025%, 1.092, 7.223,3.552,-1.7354,0.902,0.677,16864,0
GO:0019903,"protein phosphatase binding",0.022%, 6.716,-1.581,3.501,-1.3735,0.799,0.678,19903,0
GO:0016866,"intramolecular transferase activity",0.718%, 0.621, 7.358,5.005,-2.9817,0.900,0.680,16866,0
GO:0015085,"calcium ion transmembrane transporter activity",0.127%,-1.344,-7.814,4.253,-1.3095,0.676,0.682,15085,0
GO:0005217,"intracellular ligand-gated ion channel activity",0.013%,-3.681,-5.753,3.250,-1.7706,0.623,0.683,5217,0
GO:0098960,"postsynaptic neurotransmitter receptor activity",0.021%,-5.980,-1.064,3.469,-1.6438,0.877,0.687,98960,0
GO:0019902,"phosphatase binding",0.032%, 6.890,-1.703,3.660,-1.3095,0.796,0.695,19902,0
GO:0016836,"hydro-lyase activity",0.971%,-4.184, 2.887,5.136,-2.1441,0.921,0.699,16836,0
